Date,Open,High,Low,Close
2023-05-18,1956.8,1956.8,1956.8,1956.5
2023-05-19,1960,1976.7,1960,1978.7
2023-05-22,1980.5,1980.5,1980.5,1974.8
2023-05-23,1973.9,1980,1955.8,1972.4
2023-05-24,1975.4,1975.4,1969.2,1962.8
2023-05-25,1959.5,1965.4,1939,1943.1
2023-05-26,1961.8,1975.7,1954.7,1963.1
2023-05-28,1964.55,1964.55,1960.05,1961.5
2023-05-29,1961.45,1968.15,1958.1,1959.75
2023-05-30,1961.3,1981.9,1949.6,1977.1
2023-05-31,1977.5,1993.1,1971.8,1982.1
2023-06-01,1981.3,2000.7,1970.1,1995.5
2023-06-02,1994.6,2000.5,1963.7,1969.6
2023-06-05,1962.3,1980.4,1953.8,1974.3
2023-06-06,1978,1982.9,1970.3,1981.5
2023-06-07,1980,1986.5,1955.4,1958.4
2023-06-08,1956.2,1985.7,1955.2,1978.6
2023-06-09,1980.5,1987.8,1971,1977.2
2023-06-12,1975.6,1981.4,1963.1,1969.7
2023-06-13,1971.4,1985.9,1953,1958.6
2023-06-14,1957.2,1973.9,1952.5,1968.9
2023-06-15,1948.8,1963.7,1929.6,1961.8
2023-06-16,1961.3,1970.6,1956.7,1962.2
2023-06-18,1970.85,1971.7,1968.65,1969.45
2023-06-19,1969.55,1970.85,1959.9,1964.05
2023-06-20,1961.7,1961.7,1932.4,1938.9
2023-06-21,1939.5,1940.7,1922.2,1936.1
2023-06-22,1935.9,1935.9,1914,1915
2023-06-23,1915,1939.3,1911.3,1921
2023-06-26,1926.4,1934.5,1923,1925.1
2023-06-27,1927.4,1930.2,1912.3,1915.1
2023-06-28,1915.2,1916.7,1903.6,1913.4
2023-06-29,1916.5,1921.3,1900.6,1917.9
2023-06-30,1916.4,1930.8,1908.1,1929.4
2023-07-03,1927.8,1939.9,1917.7,1929.5
2023-07-04,1928.85,1938.05,1927.75,1933.95
2023-07-05,1929.1,1942.9,1922.1,1927.1
2023-07-06,1922.4,1934,1908.5,1915.4
2023-07-07,1916.6,1941.1,1915.4,1932.5
2023-07-10,1930.7,1933.7,1918,1931
2023-07-11,1930.8,1944.5,1929.8,1937.1
2023-07-12,1938,1965.1,1937.5,1961.7
2023-07-13,1962.7,1968.5,1956.6,1963.8
2023-07-14,1965.2,1967.8,1954.7,1964.4
2023-07-17,1958.6,1963.6,1949,1956.4
2023-07-18,1958.3,1988.3,1958.1,1980.8
2023-07-19,1982.5,1984.6,1973.3,1980.8
2023-07-20,1980,1989.8,1967.7,1970.9
2023-07-21,1972.1,1975.9,1958.8,1966.6
2023-07-24,1983.2,1988.7,1974.7,1981.6
2023-07-25,1976.1,1986.2,1971.1,1983.1
2023-07-26,1985.9,1999.3,1982.8,1989.7
2023-07-27,1991.8,2002,1961.4,1965.3
2023-07-28,1985.3,2002,1983.9,1999.9
2023-07-31,1997.9,2010.9,1986.7,2009.2
2023-08-01,2004.2,2004.4,1978.3,1978.8
2023-08-02,1988.9,1992.2,1969.1,1975
2023-08-03,1970.8,1974.5,1964.5,1968.8
2023-08-04,1969.6,1984.2,1954.5,1976.1
